,Uni_Grams,Probabilities
154,tareekh,0.00014801187437249645
155,maqbool,1.74550515805478e-05
156,tareen,0.00016170055942886437
157,fifty,5.0481971479553474e-06
158,naam,0.0006067964621981186
159,zehan,2.08416164384238e-05
160,aata,0.00017515186844379243
161,personality,1.8040579149432902e-06
162,ansari,2.468710830975029e-06
163,malka,5.9723812026280503e-05
164,hasil,4.432601947154523e-05
165,nahi,0.012080763051931738
166,bal,4.605095203934188e-06
167,key,2.1965196367906027e-05
168,eh,7.241551770860085e-05
169,aik,0.020817356606988642
170,shandar,1.6616322900793462e-06
171,shakhsiyat,3.7837741005521114e-05
172,malik,0.00015764934165495665
173,guzishta,6.171777077437572e-07
174,saal,0.00039314219983277335
175,mini,1.7882328455139632e-06
176,screen,0.00011753279065161243
177,par,0.025217453861535327
178,salahiyaton,2.6285440322112325e-05
179,johar,3.2837019065853745e-05
180,dikha,7.121281243197198e-05
181,rahi,0.0004874912637704215
182,din,0.0008801745365897444
183,ba,8.20213348522024e-05
184,har,0.001390754576657554
185,sitaron,6.624374063116327e-05
186,tadad,8.86203888042318e-07
187,izafa,1.2343554154875144e-06
188,hota,0.000786110323901824
189,ja,0.0010938129738856603
190,raha,0.003294447128727888
191,kyun,0.0008894638523447594
192,janti,1.4843915124708826e-05
193,apne,0.0011980843563554966
194,kaam,0.0011627944515280972
195,tabdeeli,8.466412144690002e-05
196,lai,3.4498651355933094e-06
197,sakti,0.00014258387555823724
198,dilchasp,0.0001631089906080745
199,harkaat,1.5271191999300658e-05
200,dilkash,5.584667001609536e-05
201,khobsurat,5.697024994557758e-07
202,chehre,2.7377370112735897e-06
203,umar,3.775861565837448e-05
204,nazreen,3.726803850606534e-05
205,popular,9.653292351889535e-07
206,hahahaha,5.4121737448298705e-06
207,acha,0.0016920638985919423
208,aala,0.000482094915095021
209,buht,6.678179299176039e-06
210,achi,0.0005670122376527902
211,kahi,4.353476600007887e-05
212,baari,6.703499410262962e-05
213,ap,0.000244022570600224
214,famous,4.082867912766394e-06
215,gai,5.7318401473022784e-05
216,ufff,1.3609559709221312e-06
217,dono,0.000565065754112983
218,kis,0.0002864337566708206
219,trha,1.8357080538019445e-06
220,parri,1.2027052766288601e-06
221,chalo,0.00030154669797582804
222,na,0.000877595050272764
223,krwao,6.013526383144301e-07
224,caption,2.231334789535122e-06
225,khass,4.114518051625048e-07
226,ky,3.242556726069124e-05
227,pta,3.6397659687452347e-05
228,ni,0.00010389158080353246
229,kahan,0.0010555163058666888
230,hoty,1.1093373669958303e-05
231,aese,6.678179299176039e-06
232,kamyab,3.101713608148113e-06
233,mard,0.0004380537468732037
234,kamiyab,1.4559063874980938e-06
235,aurat,0.00046554189247194485
236,bnna,5.855275688851029e-07
237,chahti,2.367430386627335e-05
238,meri,0.000536232477612749
239,sadgi,4.272768745918319e-07
240,dikh,1.65213724842175e-05
241,mai,0.00013691850070253814
242,mil,0.0003655749288868855
243,jae,1.006474415705204e-05
244,ga,0.0024685842304195942
245,dnt,4.747520828798132e-07
246,worry,3.7821915936091788e-06
247,shukria,2.6902618029856084e-06
248,yani,7.084883583509746e-05
249,hum,0.0033296420831387115
250,mere,0.0005259936576919744
251,pas,0.00017535759434637367
252,kamyaab,7.383977395724028e-05
253,maa,0.00032397082135718455
254,gay,5.4185037726016013e-05
255,khair,1.3182282834629481e-05
256,me,0.0004579300340764385
257,bilkul,0.0007209268629224257
258,sahi,7.91095220772062e-05
259,bhai,0.0010692049909230567
260,app,3.052655892917199e-05
261,dil,0.0007977417499323795
262,lgi,3.275789371870711e-06
263,point,2.012948831410408e-05
264,puray,1.6299821512206921e-06
265,hoti,0.00039443985552597814
266,kamyabi,7.189329041743305e-05
267,haha,9.41591631044963e-06
268,chlo,1.8515331232312715e-06
269,koshish,0.001017457013889157
270,krna,3.2045765594387395e-05
271,hon,0.0022193552119771213
272,bara,0.0008510405837703532
273,vala,3.370739788446674e-06
274,mra,1.433751290297036e-05
275,idea,1.110919873938763e-05
276,bura,0.0003313769538501096
277,nai,0.00018129199538237134
278,tha,0.01360324550651901
279,wesy,2.8485124972788795e-06
280,nxt,3.4815152744519637e-07
281,sae,8.719613255559236e-06
282,xactly,4.65257041222217e-06
283,cup,5.269748119965927e-06
284,apna,0.0007921555004238271
285,spoon,2.373760414399066e-07
286,sakoon,4.209468468201011e-06
287,kiaa,6.330027771730843e-07
288,pata,0.000494723320499624
289,behna,5.541939314150353e-05
290,shareef,5.9312360221118e-05
291,hi,0.002848639097834314
292,tm,1.9939587480952154e-05
293,dost,0.0005329250381020197
294,yar,4.563950023417938e-05
295,keh,0.0006213871762119582
296,skti,5.5387743002644875e-06
297,hahah,3.0384133304308046e-06
298,apko,7.480510319242924e-05
299,sharif,4.035392704478412e-06
300,smjta,9.495041657596264e-08
301,han,0.00012962314369561833
302,jnb,7.912534714663554e-07
303,haye,2.429148157401711e-05
304,mei,2.899152719452726e-05
305,war,3.2520517677267204e-05
306,jaon,5.871100758280357e-06
307,kch,6.409153118877479e-06
308,kehne,4.731695759368805e-06
309,smjh,7.390307423495759e-06
310,jatay,0.0001368393753553915
311,sb,4.1430031765978365e-05
312,woh,0.02307600546635878
313,masha,6.820604924039983e-06
314,qabliat,2.4054105532577203e-06
315,ek,0.0001563358608923225
316,insan,2.2661499422796418e-05
317,mtlb,9.748242768465497e-06
318,nazar,0.0008044990545787022
319,aati,0.000157617691516098
320,shukar,0.00010037841539022185
321,aesi,5.6653748556991045e-06
322,technology,2.449720747659836e-05
323,ai,0.00016954979386581064
324,nh,2.0920741785570437e-05
325,abhi,0.0006519453852799888
326,shreef,6.171777077437572e-07
327,bcha,5.064022217384674e-07
328,hn,3.402389927305328e-05
329,bohot,3.3675747745608086e-05
330,dair,9.938143601617424e-06
331,aye,4.443679495755052e-05
332,pr,7.334919680493115e-05
333,drust,1.899008331519253e-07
334,rabi,6.963030548903927e-07
335,tu,0.00019567698349362968
336,kitni,6.268310000956467e-05
337,hu,0.00011916277280283312
338,meray,5.6653748556991045e-06
339,koi,0.0025338468167461392
340,shak,0.0002061373543864149
341,pyari,2.5367586295211354e-05
342,safai,2.538341136464068e-05
343,kr,0.00018206742378440837
344,jati,0.0002133219359073294
345,saif,3.798016663038506e-07
346,tumhry,2.373760414399066e-07
347,kapry,2.373760414399066e-07
348,nusrat,2.801037288990898e-06
349,api,2.927637844425515e-06
350,pehan,1.0048919087622712e-05
351,phir,0.00283862182888555
352,moqay,1.471731456927421e-06
353,py,1.9623086092365613e-05
354,choka,9.495041657596264e-08
355,mahaan,1.028629512906262e-06
356,india,2.248742365907382e-05
357,chaly,1.4559063874980938e-06
358,jao,0.00013588987118963187
359,achha,1.2644230474032359e-05
360,krti,1.3213932973488134e-05
361,changi,1.115667394767561e-05
362,gal,2.1522094423884866e-06
363,tab,8.548702505722503e-05
364,tumain,3.1650138858654217e-07
365,btao,1.0634446656507816e-05
366,ge,0.0005171157937421219
367,bhe,1.8562806440600695e-05
368,maza,0.00010295790170720216
369,ae,0.00012981304452877026
370,they,0.0002463805059451937
371,have,2.342110275540412e-05
372,all,4.518057322072889e-05
373,rights,1.8040579149432902e-06
374,that,3.562223128541532e-05
375,out,7.809671763372928e-05
376,any,1.5635168596175183e-05
377,regret,6.804779854610656e-07
378,bne,1.31348076263415e-06
379,bnaye,2.1522094423884866e-06
380,hahaha,1.3657034917509293e-05
381,bhot,1.4321687833541032e-05
382,masoom,4.160410752970097e-05
383,baray,0.001711592034267732
384,achay,0.0001258093019631505
385,anjaam,2.51618603926301e-06
386,detay,2.943462913854842e-06
387,jahan,0.0002785528720950157
388,aziz,1.8831832620899258e-06
389,behtreen,2.057259025812524e-06
390,hogaya,8.630992866755005e-05
391,ajao,2.1363843729591594e-06
392,yah,1.5682643804463164e-05
393,hmara,2.484535900404356e-06
394,fvrt,6.171777077437572e-07
395,kam,0.0011039884935287177
396,ha,0.0002848828998667466
397,master,3.386564857876001e-05
398,ajj,5.918575966568338e-06
399,mood,3.8265017880112945e-05
400,houn,8.403111866972693e-06
401,unhy,5.855275688851029e-07
402,pak,0.00012590425237972647
403,krty,1.164725109998475e-05
404,tbi,4.272768745918319e-07
405,white,1.5635168596175183e-05
406,lgty,5.380523605971217e-07
407,aunty,8.608837769553947e-06
408,shukriya,0.0002942196908300496
409,krdena,4.43101944021159e-07
410,trf,2.500360969833683e-06
411,hahahah,2.073084095241851e-06
412,ok,2.139549386845025e-05
413,taraf,0.0011400221766192954
414,be,0.0020041184426688435
415,uncle,2.5715737822656548e-05
416,dena,0.0019561051820202653
417,apny,1.2391029363163124e-05
418,ami,2.411740581029451e-05
419,abu,3.1381112678355656e-05
420,mri,5.348873467112562e-06
421,sy,9.344703498017657e-05
422,bl,2.373760414399066e-07
423,dy,1.6980299497667985e-05
424,dekha,0.001959871548544445
425,hamari,0.00011667823690242877
426,importance,1.1077548600528976e-06
427,bhttt,7.279531937490469e-07
428,kehna,0.0005408059226778245
429,tum,0.0007969821465997718
430,paida,1.2739180890608322e-05
431,hti,1.31348076263415e-06
432,hta,2.8485124972788795e-06
433,mama,9.510866727025591e-06
434,zaroor,0.0005099312122212073
435,thanks,1.2343554154875144e-05
436,kahin,0.00032944629537973174
437,thank,1.0270470059633292e-05
438,you,0.0001928917712740681
439,much,1.8483681093454062e-05
440,aunti,6.0293514525736275e-06
441,tou,0.00012264428807728508
442,fakhar,1.028629512906262e-06
443,guzar,8.03913527009817e-05
444,thankyou,9.811543046182805e-07
445,bolna,0.00020438077167975958
446,baba,3.528990482739945e-05
447,ama,4.510144787358226e-06
448,thanx,8.703788186129909e-07
449,tell,8.767088463847217e-06
450,bauhat,3.4815152744519637e-07
451,parents,5.206447842248618e-06
452,phupho,9.020289574716451e-07
453,thanku,1.2660055543461687e-06
454,ada,0.0002738370014050763
455,karna,0.008608489618026502
456,lol,1.4163437139247761e-05
457,same,2.538341136464068e-05
458,your,0.00034933840765239587
459,as,5.227020432506744e-05
460,well,2.3373627547116138e-05
461,shehzadi,3.513165413310618e-05
462,auntie,2.532011108692337e-07
463,khushi,0.0001944109779392835
464,honi,2.5937288794667128e-05
465,okay,5.4121737448298705e-06
466,chor,0.00012595172758801446
467,tujhe,3.949937329560046e-05
468,unki,2.126889331301563e-05
469,mn,1.3134807626341499e-05
470,girana,1.1710551377702059e-06
471,bs,3.089053552604651e-05
472,raah,7.393472437381625e-05
473,hahahahaha,1.8515331232312715e-06
474,tag,2.1743645395895447e-05
475,kron,9.969793740476078e-07
476,kro,5.3821061129141495e-05
477,agla,0.0003377386317606991
478,ghanta,0.00011308594614197151
479,bad,0.0005673445641108061
480,face,1.1837151933136675e-05
481,aya,5.5245317377780934e-05
482,heer,6.646529160317385e-07
483,naqvi,6.155952008008245e-06
484,reply,2.839017455621283e-05
485,kia,7.594450819134079e-05
486,mjhay,3.1650138858654217e-07
487,please,6.214504764896754e-05
488,num,1.992376241152283e-05
489,zaib,1.2660055543461685e-07
490,usman,6.330027771730843e-07
491,bht,5.323553356025639e-05
492,tumhari,5.5055416544629004e-05
493,them,1.0650271725937144e-05
494,tumhain,2.959287983284169e-06
495,karnay,1.0539496239931854e-05
496,wali,0.0005863188223565693
497,thi,0.0008944645742844267
498,anty,6.330027771730843e-07
499,zra,1.8515331232312715e-06
500,too,3.8913845726715356e-05
501,namoona,1.028629512906262e-06
502,anmol,9.19436533843905e-06
503,pass,3.2488867538408554e-05
504,on,7.863476999432639e-05
505,the,0.00019839889543547394
506,message,5.554599369693815e-06
507,traf,9.495041657596264e-07
508,anti,5.127322495101983e-05
509,dikhao,6.994680687762581e-06
510,inbox,1.1235799294822246e-06
511,dn,1.487556526356748e-06
512,gi,0.00032571157899441053
513,my,4.590852641447794e-05
514,love,2.916560295824986e-05
515,honey,3.3390896495880196e-06
516,naughty,6.330027771730843e-07
517,girl,2.9418804069119093e-05
518,hahahha,1.2976556932048227e-06
519,ice,2.7092518863008007e-05
520,cream,1.5508568040740566e-06
521,hata,6.448715792450796e-05
522,exactly,2.088909164671178e-06
523,soch,0.0003485313291115002
524,dekho,0.00012868946459928802
525,milti,9.479216588166937e-06
526,kulsoom,5.697024994557758e-07
527,qureshi,2.215509720105795e-07
528,version,5.613152126582325e-05
529,dieting,4.747520828798132e-07
530,tmhary,8.070785408956824e-07
531,diet,8.070785408956824e-07
532,ri,9.653292351889536e-06
533,da,0.00019844637064376193
534,uff,1.91483340094858e-06
535,esi,9.19436533843905e-06
536,beshak,2.4528857615457016e-06
537,aap,0.010265564288110202
538,ey,8.782913533276545e-06
539,morning,1.5223716791012677e-05
540,bnd,2.547836178121664e-06
541,jana,0.0016052475677026537
542,bhtr,3.1650138858654217e-07
543,zaror,2.674436733556281e-06
544,krwana,5.222272911677945e-07
545,chaye,7.615023409392204e-05
546,taraqi,1.31348076263415e-06
547,leye,2.816862358420225e-06
548,islam,5.791975411133721e-05
549,zrori,6.013526383144301e-07
550,boht,2.751979573759984e-05
551,aalaa,3.4815152744519637e-07
552,ci,3.1650138858654217e-07
553,sukoon,2.8754151153087354e-05
554,deney,1.2660055543461685e-07
555,tehreer,0.00010275217580462091
556,kash,5.628977196011652e-05
557,aesa,9.637467282460208e-06
558,wagat,5.222272911677945e-07
559,dobara,4.399369301352936e-06
560,aa,0.0005071934752099338
561,jaey,1.8831832620899258e-06
562,likha,0.00015753856616895136
563,behtareen,0.0003781242089443419
564,such,1.0365420476209255e-05
565,page,1.4416638250116995e-05
566,waly,9.162715199580396e-06
567,dp,1.3419658876069387e-05
568,dekh,0.0017703979922671115
569,karaha,2.6902618029856083e-07
570,iss,0.00010704076961996855
571,burai,2.326285206111085e-06
572,hey,3.486262795280762e-05
573,bilawal,1.487556526356748e-06
574,salamat,1.3118982556912172e-05
575,rakhey,2.2946350672524305e-06
576,tareef,0.00012530289974141203
577,huwa,2.7741346709610417e-05
578,shirkat,1.948066046750167e-05
579,shukrya,4.747520828798132e-07
580,samnay,0.00044155108721708494
581,betha,0.00014771119805333921
582,mera,0.0031039291178682187
583,madad,0.0005538774300264487
584,karo,0.0002548310930204544
585,raham,9.969793740476078e-07
586,karam,0.0002090491671614111
587,dua,9.08358985243376e-05
588,tujhy,2.073084095241851e-06
589,hamaray,0.00023592013505240852
590,huwe,2.199684650676468e-06
591,karte,0.0006036789235205411
592,pakistan,2.139549386845025e-05
593,gaye,0.000407495537805173
594,thy,1.2881606515472265e-05
595,chahat,5.427998814259198e-06
596,manzil,6.116389334434927e-05
597,janty,1.060279651764916e-06
598,yaad,0.0006006088600512517
599,aaty,2.073084095241851e-06
600,yad,4.8614613286892874e-05
601,barha,0.00015343987318675563
602,mulk,2.019278859182139e-05
603,ban,0.0003522343953579628
604,pay,0.0001266322055734755
605,aitbaar,0.000341362572660015
606,muhabbat,8.672138047271256e-06
607,karli,1.175802658599004e-05
608,dosra,0.0009250386084218868
609,sey,1.6220696165060285e-05
610,js,4.747520828798132e-07
611,qaom,1.1077548600528975e-07
612,aghaz,1.6774573595086734e-06
613,iqra,2.6902618029856083e-07
614,zindagi,0.0007676108177389406
615,badalne,1.1394049989115516e-06
616,lagta,0.0010284237870036806
617,mohabat,1.7407576372259817e-06
618,iqraar,4.7949960370861135e-05
619,kaash,1.7407576372259817e-06
620,aisa,0.0007661707364208719
621,pehla,0.0005726459623696307
622,pyar,0.00018975840752706135
623,indies,4.130343121054375e-06
624,hara,8.545537491836638e-06
625,world,2.932385365254313e-05
626,th,2.6886792960426755e-05
627,jeet,7.81125427031586e-05
628,lia,1.794562873285694e-05
629,nationality,1.5825069429327108e-07
630,nahin,4.601930190048323e-05
631,sakta,0.0022923087820463195
632,makhlooq,4.054382787793605e-05
633,mehrbani,4.272768745918319e-07
634,raho,0.00011816579342878551
635,ghareeb,7.314347090234988e-05
636,logon,0.0003733766881155438
637,salam,0.00012816723730812025
638,khayal,1.1473175336262153e-05
639,rakhna,0.0009713427615720978
640,khuda,2.2677324492225746e-05
641,tujh,2.6412040877546943e-05
642,kuch,0.0036270742630629144
643,chaha,1.4163437139247761e-05
644,kabhi,0.001196850000940009
645,lye,4.272768745918319e-06
646,mangne,1.1868802071995331e-06
647,zarurt,3.4815152744519637e-07
648,paregi,2.057259025812524e-07
649,muft,1.7027774705955966e-05
650,karen,0.0005273546136628965
651,tmhy,1.8515331232312715e-06
652,mot,1.060279651764916e-06
653,skta,1.2675880612891013e-05
654,amp,1.2501804849168414e-06
655,tmhra,4.589270134504861e-07
656,rizq,1.2660055543461685e-07
657,km,6.915555340615946e-06
658,hamara,0.0006409627870960358
659,saala,2.1522094423884866e-06
660,tajurba,1.5825069429327108e-07
661,umeed,0.0005065129972244727
662,azad,0.00023571440914982726
663,umeedwar,7.912534714663554e-08
664,sameer,5.855275688851029e-07
665,symbol,4.589270134504861e-07
666,hanger,1.028629512906262e-06
667,vote,5.5672594252372765e-05
668,ker,2.429148157401711e-05
669,khidmat,0.00013960876250552375
670,mauqa,0.00029361833819173513
671,dein,2.5668262614368567e-05
672,imran,8.213211033820768e-06
673,khan,3.418214996734655e-05
674,rally,1.2501804849168414e-06
675,nikalnay,7.912534714663554e-08
676,elaan,9.694437532405786e-05
677,runs,1.3055682279194863e-05
678,bartari,3.559058114655666e-05
679,karachi,7.706808812082302e-06
680,prime,3.3074395107293655e-06
681,location,1.1868802071995331e-06
682,per,6.529423646540364e-05
683,mobile,3.354914719017347e-05
684,karobar,7.912534714663554e-07
685,kerne,1.6932824289380004e-06
686,nadir,2.8643375667082063e-06
687,moqa,3.3390896495880196e-06
688,gharelo,1.6885349081092024e-05
689,cylinder,3.4815152744519637e-07
690,commercial,2.4212356226870475e-06
691,rupay,1.936988498149638e-05
692,sasta,1.1299099572539555e-05
693,jald,0.0005449520908683082
694,nayi,3.2599643024413842e-06
695,qayadat,0.00018974258245763203
696,la,4.4167768777251954e-05
697,hoon,0.00010357507941494592
698,roza,2.0208613661250714e-05
699,dhaal,1.061862158707849e-05
700,momin,6.5832288826000766e-06
701,ali,1.7154375261390584e-05
702,bughz,4.336069023635628e-06
703,rakhta,0.00010121714406997618
704,pani,0.000615041323370798
705,chori,6.807944868496521e-05
706,saza,8.309743957339664e-05
707,sal,8.830388741564526e-06
708,lakh,5.697024994557759e-06
709,jurmana,2.6902618029856084e-06
710,hoga,0.0019252621217025066
711,members,3.402389927305328e-06
712,eid,4.003742565619758e-05
713,chand,0.0005239996989438792
714,cricket,3.9863349892474987e-05
715,khel,8.830388741564526e-06
716,saken,3.752123961693457e-05
717,bomb,3.774279058894515e-05
718,phat,2.357935344969739e-06
719,saka,0.0014823975537227876
720,taleem,5.722345105644682e-05
721,nay,0.00038160572421879385
722,unhain,8.545537491836638e-07
723,liberal,2.5953113864096454e-06
724,bana,0.0009314161114019055
725,dia,3.9040446282149974e-05
726,win,2.5320111086923373e-05
727,by,2.5557487128363278e-05
728,lead,8.608837769553947e-06
729,now,1.7755727899705014e-05
730,over,3.068480962346526e-05
731,england,6.171777077437572e-07
732,sub,2.369012893570268e-05
733,maidan,0.00011636173551384222
734,sajh,9.178540269009722e-07
735,fia,2.5794863169803186e-06
736,chapa,2.088909164671178e-06
737,facebook,1.2501804849168414e-06
738,khatoon,5.5055416544629004e-05
739,jaali,3.3026919899005675e-05
740,id,0.00010985763197838879
741,doosron,4.780753474599719e-05
742,bewaqoof,8.263851255994615e-05
743,banane,7.928359784092881e-06
744,wala,0.0018308022822788532
745,muhammad,3.798016663038506e-07
746,sadiq,7.912534714663554e-07
747,griftar,1.4242562486394395e-07
748,hr,1.3182282834629481e-05
749,qism,7.596033326077012e-07
750,zulm,2.0873266577282453e-05
751,haram,1.449576359726363e-05
752,qarar,4.27909877369005e-05
753,diya,0.0021208599798489894
754,pakeeza,5.127322495101983e-06
755,rooh,0.00011919442294169177
756,mutmain,2.215509720105795e-07
757,zameer,7.722633881511628e-06
758,development,2.674436733556281e-06
759,projects,1.044454582335589e-06
760,arab,3.274206864927778e-05
761,package,1.2929081723760247e-05
762,dene,1.6584672761934807e-05
763,mout,0.0003212489094153403
764,aani,1.7027774705955966e-05
765,jhot,9.495041657596264e-07
766,gunah,2.1189767965868998e-05
767,krne,2.106316741043438e-05
768,wale,6.581646375657144e-05
769,shayd,1.2660055543461687e-06
770,mohabbat,0.0003676638380515567
771,quiz,2.041433956383197e-06
772,milega,1.4179262208677088e-05
773,chahe,6.314202702301516e-06
774,salman,8.229036103250096e-06
775,aamir,1.772407776084636e-06
776,film,0.0018787997178580022
777,sakte,4.5212223359587546e-05
778,hen,2.5288460948064717e-05
779,shahrukh,5.380523605971217e-07
780,mexico,2.6079714419531074e-05
781,jo,0.00243247142198187
782,mushkil,0.0005289687707446879
783,halaat,7.497917895615183e-05
784,dunya,5.85527568885103e-06
785,khud,0.0014148561573984193
786,peechay,0.0008199126722028667
787,agar,0.0022958219474596303
788,deen,4.613007738648852e-05
789,rakho,2.9228903235967166e-05
790,agy,1.756582706655309e-06
791,bhage,1.7882328455139632e-06
792,ghussay,3.0067631915721504e-07
793,karwa,1.6806223733945387e-05
794,ghoont,6.614879021458731e-06
795,pee,5.475474022547179e-06
796,jaya,3.063733441517728e-05
797,dosto,3.275789371870711e-06
798,dawat,6.220834792668486e-05
799,dain,1.2596755265744378e-05
800,samet,1.7407576372259819e-07
801,duniya,0.00040073823315885034
802,bhar,0.00022167757256601412
803,dosti,4.2933413361764445e-05
804,almi,5.855275688851029e-07
805,manaya,4.937421661950058e-06
806,lac,1.0128044434769348e-06
807,hazar,6.2192522857255535e-06
808,rescue,1.1077548600528976e-06
809,mehngai,5.064022217384674e-07
810,aagai,1.4147612069818433e-05
811,mutasireen,1.4812264985850172e-05
812,new,3.179256448351816e-05
813,dengy,2.848512497278879e-07
814,aakhri,0.0002366639133155869
815,samjho,2.7060868724149352e-06
816,farmata,1.5192066652154023e-06
817,krta,2.258237407564978e-05
818,chahta,0.0007399327713070475
819,wohi,0.00011781764190134031
820,jab,0.0021695695435524583
821,delhi,6.061001591432282e-06
822,bharat,8.244861172679423e-06
823,aagaya,5.886925827709684e-06
824,hogi,0.00014665091840157431
825,likh,6.519928604882769e-05
826,network,2.3104601366817577e-06
827,follow,3.2710418510419134e-05
828,karkay,4.7839184884855845e-05
829,fori,8.346141617027117e-05
830,news,3.2283141635827296e-05
831,barra,1.2343554154875144e-06
832,khazana,2.8801626361375335e-05
833,hay,7.823914325859321e-05
834,baras,0.00025714155315713615
835,umer,3.4815152744519634e-06
836,nihayat,5.61631714046819e-05
837,haseen,5.9660511748563195e-06
838,dikhai,2.2946350672524305e-06
839,deti,8.371461728114039e-05
840,aise,8.502809804377454e-05
841,karne,0.002092232429251337
842,majboor,0.00013657034917509295
843,chalak,4.43101944021159e-07
844,makkar,4.130343121054375e-06
845,waise,1.5033815957860752e-05
846,jaise,4.6319978219640444e-05
847,dete,0.00018095966892435548
848,bata,2.8928226916809952e-05
849,samjhota,2.389585483828393e-06
